experiment_id,dataset,number_of_data,model,prompt_type,number_of_shots,temperature,max_tokens,stop,batch_size,pad_token,pad_token_id,eos_token_id,seed,device,accuracy,sensitivity_general,sensitivity_correct,sensitivity_incorrect,model_size
20231122_151339,gsm8k,1319,models--llama-2-hf/13B-Chat,standard_b,4,0.8,4,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.06595906,0.624109174,0.526436782,0.631006494,LLAMA2-13B-chat
20231122_152502,gsm8k,1319,models--llama-2-hf/13B-Chat,zero_sensitivity_b,4,0.8,4,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.900682335,0.0015163,0.000673401,0.009160305,LLAMA2-13B-chat
20231122_153707,gsm8k,1319,models--llama-2-hf/13B-Chat,zero_sensitivity_b,4,0.8,4,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.900682335,0.00106141,0.0003367,0.007633588,LLAMA2-13B-chat
20231122_154911,gsm8k,1319,models--llama-2-hf/13B-Chat,zero_sensitivity_b,4,0.8,4,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.900682335,0.00181956,0.000673401,0.01221374,LLAMA2-13B-chat
20231123_105541,gsm8k,1319,google/flan-t5-xxl,standard_b,4,0.8,4,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.040181956,0.66368461,0.630188679,0.665086888,T5-11B-T
20231123_110440,gsm8k,1319,google/flan-t5-xxl,standard_b,4,0.8,4,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.044730857,0.66535254,0.637288136,0.666666667,T5-11B-T
20231123_111341,gsm8k,1319,google/flan-t5-xxl,standard_b,4,0.8,4,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.042456406,0.661561789,0.639285714,0.662549485,T5-11B-T
20231123_112241,gsm8k,1319,google/flan-t5-xxl,zero_sensitivity_b,4,0.8,4,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.582259287,0.282183472,0.186979167,0.414882033,T5-11B-T
20231123_113212,gsm8k,1319,google/flan-t5-xxl,zero_sensitivity_b,4,0.8,4,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.581501137,0.284306293,0.185136897,0.422101449,T5-11B-T
20231123_114144,gsm8k,1319,google/flan-t5-xxl,zero_sensitivity_b,4,0.8,4,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.59666414,0.274147081,0.187801779,0.401879699,T5-11B-T
20231130_111943,gsm8k,1319,models--llama-2-hf/13B-Chat,CoT,4,0.8,128,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.250947688,0.607733131,0.481570997,0.65,LLAMA2-13B-chat
20231130_133430,gsm8k,1319,models--llama-2-hf/13B-Chat,CoT,4,0.8,128,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.26611069,0.610917362,0.492877493,0.653719008,LLAMA2-13B-chat
20231130_154855,gsm8k,1319,models--llama-2-hf/13B-Chat,CoT,4,0.8,128,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.253980288,0.615921152,0.486567164,0.65995935,LLAMA2-13B-chat
20231204_121114,gsm8k,1319,google/flan-t5-xxl,CoT,4,0.8,128,None,16,None,None,1,2266,NVIDIA H100 PCIe,0.115238817,0.684003033,0.548684211,0.701628106,T5-11B-T
20231204_130620,gsm8k,1319,google/flan-t5-xxl,CoT,4,0.8,128,None,16,None,None,1,105,NVIDIA H100 PCIe,0.121304018,0.673995451,0.5225,0.694909405,T5-11B-T
20231204_140112,gsm8k,1319,google/flan-t5-xxl,CoT,4,0.8,128,None,16,None,None,1,86379,NVIDIA H100 PCIe,0.125852919,0.675815011,0.503614458,0.700607112,T5-11B-T
