experiment_id,dataset,number_of_data,model,prompt_type,number_of_shots,temperature,max_tokens,stop,batch_size,pad_token,pad_token_id,eos_token_id,seed,device,accuracy,sensitivity_general,sensitivity_correct,sensitivity_incorrect,model_size
20230711_184425,mnli,1000,models--llama/7B,context faithful prompting,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.331,0.439,0.4381,0.4395,LLAMA-7B
20230711_184924,mnli,1000,models--llama/7B,context faithful prompting,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.338,0.433,0.4343,0.4323,LLAMA-7B
20230711_185424,mnli,1000,models--llama/7B,context faithful prompting,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.352,0.4414,0.4432,0.4404,LLAMA-7B
20230711_190347,mnli,1000,models--llama/13B,zero_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.996,0.0086,0.0078,0.2,LLAMA-13B
20230711_190854,mnli,1000,models--llama/13B,zero_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.989,0.008,0.0059,0.2,LLAMA-13B
20230711_191402,mnli,1000,models--llama/13B,zero_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.992,0.0082,0.0065,0.225,LLAMA-13B
20230711_191910,mnli,1000,models--llama/13B,zero_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.996,0.0038,0.003,0.2,LLAMA-13B
20230711_192520,mnli,1000,models--llama/13B,zero_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.999,0.002,0.0018,0.2,LLAMA-13B
20230711_193129,mnli,1000,models--llama/13B,zero_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.999,0.0048,0.0046,0.2,LLAMA-13B
20230711_193739,mnli,1000,models--llama/13B,base_a,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.064,0.3394,0.4531,0.3316,LLAMA-13B
20230711_194217,mnli,1000,models--llama/13B,base_a,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.071,0.3418,0.4338,0.3348,LLAMA-13B
20230711_194656,mnli,1000,models--llama/13B,base_a,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.066,0.3446,0.4212,0.3392,LLAMA-13B
20230711_195134,mnli,1000,models--llama/13B,base_b,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.321,0.4482,0.4536,0.4457,LLAMA-13B
20230711_195744,mnli,1000,models--llama/13B,base_b,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.326,0.4426,0.4417,0.443,LLAMA-13B
20230711_200352,mnli,1000,models--llama/13B,base_b,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.345,0.45,0.4487,0.4507,LLAMA-13B
20230711_201000,mnli,1000,models--llama/13B,context faithful prompting,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.333,0.4392,0.4366,0.4405,LLAMA-13B
20230711_201806,mnli,1000,models--llama/13B,context faithful prompting,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.332,0.4384,0.4398,0.4377,LLAMA-13B
20230711_202612,mnli,1000,models--llama/13B,context faithful prompting,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.358,0.4442,0.4408,0.4461,LLAMA-13B
20230711_221716,mnli,1000,models--llama/13B,CoT,3,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.263,0.4332,0.4373,0.4318,LLAMA-13B
20230711_231037,mnli,1000,models--llama/13B,CoT,3,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.254,0.4312,0.437,0.4292,LLAMA-13B
20230712_000928,mnli,1000,models--llama/13B,CoT,3,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.253,0.4306,0.4316,0.4303,LLAMA-13B
20230712_011132,mnli,1000,google/flan-t5-xxl,CoT,3,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.705,0.2898,0.2465,0.3932,T5-11B-T
20230712_014953,mnli,1000,google/flan-t5-xxl,CoT,3,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.686,0.301,0.2539,0.4038,T5-11B-T
20230712_022828,mnli,1000,google/flan-t5-xxl,CoT,3,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.692,0.3016,0.2477,0.4227,T5-11B-T
20230711_221418,mnli,1000,text-davinci-003,zero_b,3,0.8,2,None,None,None,None,None,None,None,0.975,0.0272,0.0207,0.28,GPT-175B-T
20230711_223836,mnli,1000,text-davinci-003,base_b,3,0.8,2,None,None,None,None,None,None,None,0.529,0.1883,0.1709,0.2079,GPT-175B-T
20230711_230216,mnli,1000,text-davinci-003,context faithful prompting,3,0.8,2,None,None,None,None,None,None,None,0.659,0.1988,0.1818,0.2317,GPT-175B-T
20230711_233232,mnli,1000,text-davinci-003,CoT,3,0.8,64,None,None,None,None,None,None,None,0.601,0.3456,0.3105,0.3985,GPT-175B-T
20230713_212458,cola,527,text-davinci-003,ape,4,0.8,2,None,None,None,None,None,None,None,0.8216,0.196,0.1972,0.1902,GPT-175B-T
20230713_221207,rte,277,text-davinci-003,ape,2,0.8,2,None,None,None,None,None,None,None,0.7509,0.1603,0.1471,0.2,GPT-175B-T
20230717_151458,csqa,1220,google/flan-t5-large,zero_a,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100-PCIE-40GB,0.8,0.3512,0.3395,0.3981,T5-0.77B-T
20230717_151633,csqa,1220,google/flan-t5-large,zero_a,5,0.8,2,None,16,None,None,1,105,NVIDIA A100-PCIE-40GB,0.8016,0.3519,0.342,0.3917,T5-0.77B-T
20230717_151808,csqa,1220,google/flan-t5-large,zero_a,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100-PCIE-40GB,0.8057,0.3538,0.3408,0.4076,T5-0.77B-T
20230717_151943,csqa,1220,google/flan-t5-large,zero_b,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100-PCIE-40GB,0.782,0.3522,0.3389,0.4,T5-0.77B-T
20230717_152130,csqa,1220,google/flan-t5-large,zero_b,5,0.8,2,None,16,None,None,1,105,NVIDIA A100-PCIE-40GB,0.7828,0.3498,0.3427,0.3755,T5-0.77B-T
20230717_152318,csqa,1220,google/flan-t5-large,zero_b,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100-PCIE-40GB,0.7852,0.3528,0.343,0.3887,T5-0.77B-T
20230717_152509,csqa,1220,google/flan-t5-large,base_a,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100-PCIE-40GB,0.8074,0.3459,0.3308,0.4089,T5-0.77B-T
20230717_152642,csqa,1220,google/flan-t5-large,base_a,5,0.8,2,None,16,None,None,1,105,NVIDIA A100-PCIE-40GB,0.8098,0.3462,0.3332,0.4015,T5-0.77B-T
20230717_152813,csqa,1220,google/flan-t5-large,base_a,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100-PCIE-40GB,0.8066,0.3435,0.329,0.4038,T5-0.77B-T
20230717_152944,csqa,1220,google/flan-t5-large,base_b,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100-PCIE-40GB,0.2697,0.2323,0.2396,0.2296,T5-0.77B-T
20230717_153130,csqa,1220,google/flan-t5-large,base_b,5,0.8,2,None,16,None,None,1,105,NVIDIA A100-PCIE-40GB,0.2549,0.2372,0.235,0.238,T5-0.77B-T
20230717_153317,csqa,1220,google/flan-t5-large,base_b,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100-PCIE-40GB,0.2574,0.234,0.2229,0.2378,T5-0.77B-T
20230717_153505,csqa,1220,google/flan-t5-large,context faithful prompting,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100-PCIE-40GB,0.2402,0.2409,0.2489,0.2383,T5-0.77B-T
20230717_153700,csqa,1220,google/flan-t5-large,context faithful prompting,5,0.8,2,None,16,None,None,1,105,NVIDIA A100-PCIE-40GB,0.2164,0.2482,0.2413,0.2501,T5-0.77B-T
20230717_153852,csqa,1220,google/flan-t5-large,context faithful prompting,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100-PCIE-40GB,0.2279,0.2463,0.2222,0.2535,T5-0.77B-T
20230717_155926,csqa,1220,models--llama/7B,zero_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.9959,0.0067,0.0059,0.2,LLAMA-7B
20230717_160440,csqa,1220,models--llama/7B,zero_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.9984,0.0053,0.005,0.2,LLAMA-7B
20230717_160947,csqa,1220,models--llama/7B,zero_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.9951,0.0055,0.0045,0.2083,LLAMA-7B
20230717_161456,csqa,1220,models--llama/7B,zero_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.9984,0.003,0.0025,0.3,LLAMA-7B
20230717_162103,csqa,1220,models--llama/7B,zero_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.9992,0.0018,0.0017,0.2,LLAMA-7B
20230717_162710,csqa,1220,models--llama/7B,zero_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.9975,0.0018,0.0014,0.2,LLAMA-7B
20230717_163317,csqa,1220,models--llama/7B,base_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.2074,0.5054,0.4842,0.511,LLAMA-7B
20230717_163745,csqa,1220,models--llama/7B,base_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.1967,0.5011,0.4919,0.5034,LLAMA-7B
20230717_164213,csqa,1220,models--llama/7B,base_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.2,0.4963,0.4835,0.4995,LLAMA-7B
20230717_164641,csqa,1220,models--llama/7B,base_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.2098,0.5273,0.5266,0.5275,LLAMA-7B
20230717_165225,csqa,1220,models--llama/7B,base_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.1984,0.5311,0.5229,0.5331,LLAMA-7B
20230717_165810,csqa,1220,models--llama/7B,base_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.1975,0.5297,0.5202,0.5321,LLAMA-7B
20230717_170353,csqa,1220,models--llama/7B,context faithful prompting,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.209,0.5298,0.5269,0.5306,LLAMA-7B
20230717_170959,csqa,1220,models--llama/7B,context faithful prompting,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.2066,0.5312,0.5234,0.5333,LLAMA-7B
20230717_171604,csqa,1220,models--llama/7B,context faithful prompting,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.2057,0.5282,0.5234,0.5295,LLAMA-7B
20230717_231250,csqa,1220,google/flan-t5-xxl,zero_a,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.2672,0.2802,0.1722,0.3196,T5-11B-T
20230717_231811,csqa,1220,google/flan-t5-xxl,zero_a,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.2779,0.2823,0.1774,0.3226,T5-11B-T
20230717_232332,csqa,1220,google/flan-t5-xxl,zero_a,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.2754,0.2827,0.1637,0.328,T5-11B-T
20230717_232854,csqa,1220,google/flan-t5-xxl,zero_b,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.3033,0.2662,0.1323,0.3245,T5-11B-T
20230717_233535,csqa,1220,google/flan-t5-xxl,zero_b,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.3082,0.267,0.1251,0.3302,T5-11B-T
20230717_234217,csqa,1220,google/flan-t5-xxl,zero_b,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.3156,0.2673,0.1287,0.3312,T5-11B-T
20230717_234859,csqa,1220,google/flan-t5-xxl,base_a,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.5393,0.4151,0.3667,0.4718,T5-11B-T
20230717_235356,csqa,1220,google/flan-t5-xxl,base_a,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.541,0.4054,0.3497,0.4709,T5-11B-T
20230717_235854,csqa,1220,google/flan-t5-xxl,base_a,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.5369,0.4009,0.3549,0.4543,T5-11B-T
20230718_000351,csqa,1220,google/flan-t5-xxl,base_b,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.8066,0.3418,0.3287,0.3963,T5-11B-T
20230718_001032,csqa,1220,google/flan-t5-xxl,base_b,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.8066,0.3477,0.3379,0.3883,T5-11B-T
20230718_001714,csqa,1220,google/flan-t5-xxl,base_b,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.8041,0.341,0.329,0.3899,T5-11B-T
20230718_002355,csqa,1220,google/flan-t5-xxl,context faithful prompting,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.7689,0.3525,0.3353,0.4097,T5-11B-T
20230718_003101,csqa,1220,google/flan-t5-xxl,context faithful prompting,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.7943,0.3539,0.3403,0.4061,T5-11B-T
20230718_003807,csqa,1220,google/flan-t5-xxl,context faithful prompting,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.782,0.3525,0.3392,0.4001,T5-11B-T
20230717_154647,cola,527,text-davinci-003,CoT_r,4,0.8,64,None,None,None,None,None,None,None,0.833,0.1925,0.1899,0.2051,GPT-175B-T
20230717_230448,rte,277,text-davinci-003,CoT_r,2,0.8,64,None,None,None,None,None,None,None,0.7437,0.1632,0.1427,0.2225,GPT-175B-T
20230717_142832,csqa,1220,google/flan-t5-large,gkp,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100-PCIE-40GB,0.7541,0.3173,0.2862,0.4126,T5-0.77B-T
20230717_143022,csqa,1220,google/flan-t5-large,gkp,5,0.8,2,None,16,None,None,1,105,NVIDIA A100-PCIE-40GB,0.7689,0.3154,0.2859,0.4135,T5-0.77B-T
20230717_143214,csqa,1220,google/flan-t5-large,gkp,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100-PCIE-40GB,0.7574,0.3096,0.2827,0.3934,T5-0.77B-T
20230717_144247,csqa,1220,togethercomputer/GPT-JT-6B-v1,gkp,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100-PCIE-40GB,0.3074,0.4822,0.4516,0.4958,GPT-6.7B-T
20230717_145059,csqa,1220,togethercomputer/GPT-JT-6B-v1,gkp,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100-PCIE-40GB,0.3197,0.4844,0.459,0.4963,GPT-6.7B-T
20230717_145907,csqa,1220,togethercomputer/GPT-JT-6B-v1,gkp,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100-PCIE-40GB,0.3336,0.4827,0.4476,0.5003,GPT-6.7B-T
20230717_172205,csqa,1220,models--llama/7B,gkp,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100-PCIE-40GB,0.2238,0.5286,0.5244,0.5298,LLAMA-7B
20230717_172821,csqa,1220,models--llama/7B,gkp,5,0.8,2,None,16,None,None,2,105,NVIDIA A100-PCIE-40GB,0.2008,0.5294,0.5282,0.5297,LLAMA-7B
20230717_173438,csqa,1220,models--llama/7B,gkp,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100-PCIE-40GB,0.2016,0.5265,0.5275,0.5263,LLAMA-7B
20230718_101739,csqa,1220,models--llama/13B,zero_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9984,0.0051,0.0048,0.2,LLAMA-13B
20230718_102529,csqa,1220,models--llama/13B,zero_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9984,0.0067,0.0064,0.2,LLAMA-13B
20230718_103312,csqa,1220,models--llama/13B,zero_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9984,0.006,0.0057,0.2,LLAMA-13B
20230718_104055,csqa,1220,models--llama/13B,zero_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.9992,0.0016,0.0015,0.2,LLAMA-13B
20230718_105019,csqa,1220,models--llama/13B,zero_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.9992,0.001,0.0009,0.2,LLAMA-13B
20230718_105942,csqa,1220,models--llama/13B,zero_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.9984,0.0022,0.0018,0.2,LLAMA-13B
20230718_110905,csqa,1220,models--llama/13B,base_a,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.2115,0.4767,0.476,0.4769,LLAMA-13B
20230718_111604,csqa,1220,models--llama/13B,base_a,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.2172,0.4711,0.4594,0.4743,LLAMA-13B
20230718_112302,csqa,1220,models--llama/13B,base_a,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.2033,0.4663,0.453,0.4697,LLAMA-13B
20230718_113001,csqa,1220,models--llama/13B,base_b,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.318,0.5,0.4836,0.5077,LLAMA-13B
20230718_113847,csqa,1220,models--llama/13B,base_b,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.2934,0.4952,0.4698,0.5058,LLAMA-13B
20230718_114734,csqa,1220,models--llama/13B,base_b,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.3066,0.4943,0.4803,0.5006,LLAMA-13B
20230718_115622,csqa,1220,models--llama/13B,context faithful prompting,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.3066,0.4981,0.4873,0.5029,LLAMA-13B
20230718_120549,csqa,1220,models--llama/13B,context faithful prompting,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.3033,0.4966,0.4672,0.5094,LLAMA-13B
20230718_121516,csqa,1220,models--llama/13B,context faithful prompting,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.3098,0.4919,0.4769,0.4986,LLAMA-13B
20230718_122443,csqa,1220,models--llama/13B,gkp,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.382,0.4736,0.4277,0.5021,LLAMA-13B
20230718_123427,csqa,1220,models--llama/13B,gkp,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.3639,0.4685,0.4068,0.5039,LLAMA-13B
20230718_124412,csqa,1220,models--llama/13B,gkp,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.3541,0.4737,0.4323,0.4964,LLAMA-13B
20230718_111106,csqa,1220,text-davinci-003,zero_b,5,0.8,2,None,None,None,None,None,None,None,0.9844,0.0339,0.0288,0.3553,GPT-175B-T
20230718_113808,csqa,1220,text-davinci-003,base_b,5,0.8,2,None,None,None,None,None,None,None,0.8,0.3133,0.3075,0.3364,GPT-175B-T
20230718_120556,csqa,1220,text-davinci-003,context faithful prompting,5,0.8,2,None,None,None,None,None,None,None,0.7984,0.3205,0.3148,0.3434,GPT-175B-T
20230718_123815,csqa,1220,text-davinci-003,gkp,5,0.8,2,None,None,None,None,None,None,None,0.7459,0.1982,0.1599,0.3104,GPT-175B-T
20230718_130456,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_a,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.9951,0.005,0.004,0.2167,GPT-6.7B-T
20230718_131051,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_a,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.9975,0.0059,0.0053,0.2667,GPT-6.7B-T
20230718_131647,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_a,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.9992,0.0055,0.0053,0.2,GPT-6.7B-T
20230718_132242,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_b,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,1,0,0,0,GPT-6.7B-T
20230718_132944,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_b,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,1,0,0,0,GPT-6.7B-T
20230718_133646,csqa,1220,togethercomputer/GPT-JT-6B-v1,zero_b,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,1,0.0002,0.0002,0,GPT-6.7B-T
20230718_134349,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_a,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.2033,0.5089,0.4812,0.5159,GPT-6.7B-T
20230718_134916,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_a,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.2197,0.5165,0.4972,0.522,GPT-6.7B-T
20230718_135443,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_a,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.2107,0.5171,0.5164,0.5173,GPT-6.7B-T
20230718_140010,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_b,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.2311,0.4884,0.4733,0.4929,GPT-6.7B-T
20230718_140703,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_b,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.2426,0.4894,0.4848,0.4908,GPT-6.7B-T
20230718_141356,csqa,1220,togethercomputer/GPT-JT-6B-v1,base_b,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.25,0.4957,0.476,0.5023,GPT-6.7B-T
20230718_142049,csqa,1220,togethercomputer/GPT-JT-6B-v1,context faithful prompting,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,0.2041,0.4994,0.4973,0.4999,GPT-6.7B-T
20230718_142750,csqa,1220,togethercomputer/GPT-JT-6B-v1,context faithful prompting,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,0.2254,0.4996,0.5016,0.499,GPT-6.7B-T
20230718_143452,csqa,1220,togethercomputer/GPT-JT-6B-v1,context faithful prompting,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,0.218,0.5005,0.4751,0.5075,GPT-6.7B-T
20230718_131452,cola,527,text-davinci-003,CoT_base_a,4,0.8,64,None,None,None,None,None,None,None,0.852,0.1801,0.1775,0.1955,GPT-175B-T
20230718_135957,rte,277,text-davinci-003,CoT_base_a,2,0.8,64,None,None,None,None,None,None,None,0.5451,0.1213,0.1205,0.1222,GPT-175B-T
20230718_151520,csqa,1220,models--llama/13B,CoT,5,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.4787,0.4477,0.4238,0.4698,LLAMA-13B
20230718_145414,csqa,1220,text-davinci-003,CoT,5,0.8,64,None,None,None,None,None,None,None,0.7705,0.3709,0.347,0.4511,GPT-175B-T
20230718_161931,csqa,1220,models--llama/13B,CoT,5,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.4656,0.4546,0.4237,0.4815,LLAMA-13B
20230718_172555,csqa,1220,models--llama/13B,CoT,5,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.4811,0.4435,0.4212,0.4642,LLAMA-13B
20230718_183732,csqa,1220,google/flan-t5-xxl,CoT,5,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.8279,0.3504,0.3351,0.4239,T5-11B-T
20230718_191215,csqa,1220,google/flan-t5-xxl,CoT,5,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.8008,0.3519,0.3274,0.4501,T5-11B-T
20230718_194658,csqa,1220,google/flan-t5-xxl,CoT,5,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.8107,0.3524,0.3315,0.4421,T5-11B-T
20230718_202153,csqa,1220,google/flan-t5-xxl,gkp,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.7705,0.2515,0.2133,0.3796,T5-11B-T
20230718_202846,csqa,1220,google/flan-t5-xxl,gkp,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.7721,0.2498,0.2088,0.3888,T5-11B-T
20230718_203537,csqa,1220,google/flan-t5-xxl,gkp,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.7664,0.2461,0.2066,0.3756,T5-11B-T
20230718_222557,cola,527,google/flan-t5-xxl,CoT_base_a,4,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.6603,0.2845,0.2473,0.3567,T5-11B-T
20230718_223539,cola,527,google/flan-t5-xxl,CoT_base_a,4,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.6452,0.2876,0.2509,0.3543,T5-11B-T
20230718_224518,cola,527,google/flan-t5-xxl,CoT_base_a,4,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.6698,0.284,0.2484,0.3563,T5-11B-T
20230718_232626,cola,527,models--llama/13B,CoT_base_a,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.6395,0.3074,0.275,0.365,LLAMA-13B
20230718_235245,cola,527,models--llama/13B,CoT_base_a,4,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.6319,0.3022,0.2734,0.3518,LLAMA-13B
20230719_001936,cola,527,models--llama/13B,CoT_base_a,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.6129,0.2987,0.268,0.3473,LLAMA-13B
20230718_225503,rte,277,google/flan-t5-xxl,CoT_base_a,2,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,0.0866,0.4231,0.45,0.4206,T5-11B-T
20230718_230328,rte,277,google/flan-t5-xxl,CoT_base_a,2,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,0.0686,0.4289,0.4421,0.4279,T5-11B-T
20230718_231151,rte,277,google/flan-t5-xxl,CoT_base_a,2,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,0.1047,0.4188,0.5034,0.4089,T5-11B-T
20230719_004633,rte,277,models--llama/13B,CoT_base_a,2,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,0.3177,0.4751,0.4182,0.5016,LLAMA-13B
20230719_010109,rte,277,models--llama/13B,CoT_base_a,2,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,0.296,0.4816,0.461,0.4903,LLAMA-13B
20230719_011544,rte,277,models--llama/13B,CoT_base_a,2,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,0.3285,0.478,0.4352,0.4989,LLAMA-13B
