experiment_id,dataset,number_of_data,model,prompt_type,number_of_shots,temperature,max_tokens,stop,batch_size,pad_token,pad_token_id,eos_token_id,seed,device,note,accuracy,sensitivity_general,sensitivity_correct,sensitivity_incorrect,model_size,,
20230915_120950,mnli,1000,llama-2-hf/13B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.397,0.1466,0.1440806045,0.1482587065,LLAMA2-13B-T,,
20230915_121706,mnli,1000,llama-2-hf/13B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.397,0.1466,0.1440806045,0.1482587065,LLAMA2-13B-T,,
20230915_122423,mnli,1000,llama-2-hf/13B-Chat,context faithful prompting,3,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.397,0.1466,0.1440806045,0.1482587065,LLAMA2-13B-T,,
20230915_123549,cola,527,google/flan-t5-xxl,CoT,4,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.8140417457,0.1179949399,0.1144133644,0.1336734694,T5-11B-T,,
20230915_124446,cola,527,google/flan-t5-xxl,CoT,4,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.8140417457,0.1179949399,0.1144133644,0.1336734694,T5-11B-T,,
20230915_125341,cola,527,google/flan-t5-xxl,CoT,4,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.8140417457,0.1179949399,0.1144133644,0.1336734694,T5-11B-T,,
20230915_130237,mnli,1000,google/flan-t5-xxl,CoT,3,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.685,0.2296,0.2227737226,0.2444444444,T5-11B-T,,
20230915_133901,mnli,1000,google/flan-t5-xxl,CoT,3,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.685,0.2296,0.2227737226,0.2444444444,T5-11B-T,,
20230915_141524,mnli,1000,google/flan-t5-xxl,CoT,3,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.685,0.2296,0.2227737226,0.2444444444,T5-11B-T,,
20230915_145147,rte,277,google/flan-t5-xxl,CoT,2,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.7472924188,0.1891696751,0.1632850242,0.2657142857,T5-11B-T,,
20230915_145957,rte,277,google/flan-t5-xxl,CoT,2,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.7472924188,0.1891696751,0.1632850242,0.2657142857,T5-11B-T,,
20230915_150806,rte,277,google/flan-t5-xxl,CoT,2,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.7472924188,0.1891696751,0.1632850242,0.2657142857,T5-11B-T,,
20230915_151615,sst2,872,google/flan-t5-xxl,CoT,4,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.9357798165,0.1220183486,0.1154411765,0.2178571429,T5-11B-T,,
20230915_153853,sst2,872,google/flan-t5-xxl,CoT,4,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.9357798165,0.1220183486,0.1154411765,0.2178571429,T5-11B-T,,
20230915_160130,sst2,872,google/flan-t5-xxl,CoT,4,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.9357798165,0.1220183486,0.1154411765,0.2178571429,T5-11B-T,,
20230915_162408,csqa,1220,google/flan-t5-xxl,CoT,5,0.8,64,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.8483606557,0.3155737705,0.3042351047,0.379009009,T5-11B-T,,
20230915_165539,csqa,1220,google/flan-t5-xxl,CoT,5,0.8,64,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.8483606557,0.3155737705,0.3042351047,0.379009009,T5-11B-T,,
20230915_172711,csqa,1220,google/flan-t5-xxl,CoT,5,0.8,64,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.8483606557,0.3155737705,0.3042351047,0.379009009,T5-11B-T,,
20230916_003115,cola,527,llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.7685009488,0.171600253,0.173909465,0.1639344262,LLAMA2-13B-T,,
20230916_005537,cola,527,llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.7685009488,0.171600253,0.173909465,0.1639344262,LLAMA2-13B-T,,
20230916_012602,cola,527,llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.7685009488,0.171600253,0.173909465,0.1639344262,LLAMA2-13B-T,,
20230916_015640,mnli,1000,llama-2-hf/13B-Chat,CoT,3,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.408,0.271,0.2460784314,0.2881756757,LLAMA2-13B-T,,
20230916_025811,mnli,1000,llama-2-hf/13B-Chat,CoT,3,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.408,0.271,0.2460784314,0.2881756757,LLAMA2-13B-T,,
20230916_035723,mnli,1000,llama-2-hf/13B-Chat,CoT,3,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.408,0.271,0.2460784314,0.2881756757,LLAMA2-13B-T,,
20230916_045758,rte,277,llama-2-hf/13B-Chat,CoT,2,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.5018050542,0.2317689531,0.1942446043,0.2695652174,LLAMA2-13B-T,,
20230916_051359,rte,277,llama-2-hf/13B-Chat,CoT,2,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.5018050542,0.2317689531,0.1942446043,0.2695652174,LLAMA2-13B-T,,
20230916_052948,rte,277,llama-2-hf/13B-Chat,CoT,2,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.5018050542,0.2317689531,0.1942446043,0.2695652174,LLAMA2-13B-T,,
20230916_054555,sst2,872,llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.7580275229,0.2410550459,0.2015128593,0.36492891,LLAMA2-13B-T,,
20230916_063705,sst2,872,llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.7580275229,0.2410550459,0.2015128593,0.36492891,LLAMA2-13B-T,,
20230916_105816,sst2,872,llama-2-hf/13B-Chat,CoT,4,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.7580275229,0.2410550459,0.2015128593,0.36492891,LLAMA2-13B-T,,
20230916_115416,csqa,1220,google/flan-t5-large,gkp,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.7893442623,0.2626229508,0.2447040498,0.329766537,T5-0.77B-T,,
20230916_115635,csqa,1220,google/flan-t5-large,gkp,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.7901639344,0.261147541,0.2427904564,0.3302734375,T5-0.77B-T,,
20230916_115851,csqa,1220,google/flan-t5-large,gkp,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.7959016393,0.2586885246,0.2416065911,0.3253012048,T5-0.77B-T,,
20230916_120330,csqa,1220,google/flan-t5-xxl,gkp,5,0.8,2,None,16,None,None,1,2266,NVIDIA A100 80GB PCIe,greedy,0.8040983607,0.2221038251,0.194172613,0.3367503487,T5-11B-T,,
20230916_121031,csqa,1220,google/flan-t5-xxl,gkp,5,0.8,2,None,16,None,None,1,105,NVIDIA A100 80GB PCIe,greedy,0.7893442623,0.2227185792,0.1868466597,0.3571335927,T5-11B-T,,
20230916_121732,csqa,1220,google/flan-t5-xxl,gkp,5,0.8,2,None,16,None,None,1,86379,NVIDIA A100 80GB PCIe,greedy,0.7926229508,0.2200546448,0.1889176146,0.3390645586,T5-11B-T,,
20230916_122530,csqa,1220,togethercomputer/GPT-JT-6B-v1,gkp,5,0.8,2,None,16,None,None,50256,2266,NVIDIA A100 80GB PCIe,greedy,0.4581967213,0.225136612,0.2086463924,0.2390821987,GPT-6.7B-T,,
20230916_123312,csqa,1220,togethercomputer/GPT-JT-6B-v1,gkp,5,0.8,2,None,16,None,None,50256,105,NVIDIA A100 80GB PCIe,greedy,0.45,0.224931694,0.2084395871,0.238425236,GPT-6.7B-T,,
20230916_124054,csqa,1220,togethercomputer/GPT-JT-6B-v1,gkp,5,0.8,2,None,16,None,None,50256,86379,NVIDIA A100 80GB PCIe,greedy,0.4401639344,0.2258743169,0.2091868405,0.2389946315,GPT-6.7B-T,,
20230916_125434,csqa,1220,llama-2-hf/13B-Chat,CoT,5,0.8,64,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.7204918033,0.3293306011,0.3237580584,0.3436950147,LLAMA2-13B-T,,
20230916_140922,csqa,1220,llama-2-hf/13B-Chat,CoT,5,0.8,64,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.7204918033,0.3293306011,0.3237580584,0.3436950147,LLAMA2-13B-T,,
20230916_152441,csqa,1220,llama-2-hf/13B-Chat,CoT,5,0.8,64,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.7204918033,0.3293306011,0.3237580584,0.3436950147,LLAMA2-13B-T,,
20230916_163912,csqa,1220,llama-2-hf/13B-Chat,gkp,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.6475409836,0.1879234973,0.1480590717,0.2611627907,LLAMA2-13B-T,,
20230916_164815,csqa,1220,llama-2-hf/13B-Chat,gkp,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.6319672131,0.191284153,0.1452875054,0.2702672606,LLAMA2-13B-T,,
20230916_165719,csqa,1220,llama-2-hf/13B-Chat,gkp,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.662295082,0.1957103825,0.1603547855,0.2650485437,LLAMA2-13B-T,,
20230916_174131,csqa,1220,llama-2-hf/7B-Chat,gkp,5,0.8,2,None,16,None,None,2,2266,NVIDIA A100 80GB PCIe,nan,0.5836065574,0.2104918033,0.1733146067,0.2625984252,LLAMA2-7B-T,,
20230916_174657,csqa,1220,llama-2-hf/7B-Chat,gkp,5,0.8,2,None,16,None,None,2,105,NVIDIA A100 80GB PCIe,nan,0.5762295082,0.2099180328,0.1718349929,0.2617021277,LLAMA2-7B-T,,
20230916_175225,csqa,1220,llama-2-hf/7B-Chat,gkp,5,0.8,2,None,16,None,None,2,86379,NVIDIA A100 80GB PCIe,nan,0.5737704918,0.215273224,0.1823333333,0.2596153846,LLAMA2-7B-T,,
